Order ID,Order Date,Customer ID,Product Category,Sales,Profit,Quantity,Region,State,Ship Date
ORD-100039,2023-03-01,CUST-1117,Technology,1093.55,258.72,10,South,Tennessee,2023-03-06
ORD-100040,2024-05-03,CUST-1164,Technology,331.72,110.25,2,East,Virginia,2024-05-08
ORD-100041,2024-09-01,CUST-2928,Office Supplies,1726.4,141.05,4,South,Georgia,2024-09-02
ORD-100042,2024-08-15,CUST-2195,Office Supplies,1246.38,110.49,9,West,California,2024-08-20
ORD-100043,2023-11-20,CUST-1543,Furniture,1346.06,55.7,3,Central,Texas,2023-11-23
ORD-100044,2024-11-18,CUST-2916,Technology,925.3,294.3,1,Central,Illinois,2024-11-24
ORD-100045,2024-04-14,CUST-1436,Office Supplies,1992.27,-133.55,5,South,North Carolina,2024-04-19
ORD-100046,2023-05-16,CUST-1323,Furniture,1760.96,116.73,9,West,Washington,2023-05-19
ORD-100047,2024-12-21,CUST-2083,Technology,1968.03,517.98,9,South,North Carolina,2024-12-24
ORD-100048,2023-11-03,CUST-1236,Technology,1879.08,-74.35,9,West,Washington,2023-11-09
ORD-100049,2023-06-09,CUST-1416,Office Supplies,1217.56,271.43,5,Central,Illinois,2023-06-12
ORD-100050,2024-06-01,CUST-1189,Office Supplies,1812.57,508.87,7,Central,Illinois,2024-06-05
ORD-100051,2023-10-11,CUST-1536,Technology,680.44,-27.99,8,West,California,2023-10-12
ORD-100052,2024-07-18,CUST-2935,Office Supplies,1130.6,-56.14,3,East,New York,2024-07-24
ORD-100053,2024-07-12,CUST-1261,Technology,1173.37,-39.14,5,Central,Minnesota,2024-07-13
ORD-100054,2024-01-09,CUST-1511,Office Supplies,1799.87,-9.84,2,West,California,2024-01-16
ORD-100055,2023-12-29,CUST-2271,Office Supplies,1770.59,146.73,3,East,Virginia,2024-01-05
ORD-100056,2023-08-31,CUST-2805,Furniture,1952.89,517.22,1,West,Oregon,2023-09-07
ORD-100057,2023-07-03,CUST-2371,Office Supplies,1569.13,133.8,4,Central,Minnesota,2023-07-09
ORD-100058,2023-10-01,CUST-2758,Furniture,234.03,68.45,4,South,Tennessee,2023-10-03
ORD-100059,2023-07-24,CUST-2784,Technology,712.32,191.79,4,East,Florida,2023-07-31
ORD-100060,2023-01-25,CUST-1142,Furniture,808.96,20.52,6,Central,Texas,2023-01-31
ORD-100061,2024-10-18,CUST-1678,Technology,1365.45,381.84,2,East,New York,2024-10-23
ORD-100062,2023-09-25,CUST-1222,Office Supplies,1925.82,37.48,7,South,North Carolina,2023-09-27
ORD-100063,2023-12-20,CUST-1236,Furniture,884.06,303.15,10,Central,Minnesota,2023-12-26
ORD-100064,2023-07-14,CUST-2895,Office Supplies,1423.39,-141.26,4,West,California,2023-07-17
ORD-100065,2024-01-08,CUST-2276,Furniture,1898.77,596.87,2,West,Washington,2024-01-12
ORD-100066,2023-11-04,CUST-2427,Furniture,1340.45,62.71,9,Central,Illinois,2023-11-09
ORD-100067,2023-05-11,CUST-2532,Technology,1336.56,94.38,10,East,New York,2023-05-13
ORD-100068,2024-08-05,CUST-1587,Technology,1104.92,-110.29,7,East,New York,2024-08-08
ORD-100069,2024-08-16,CUST-2383,Technology,658.05,65.02,9,South,Georgia,2024-08-21
ORD-100070,2024-04-29,CUST-2055,Office Supplies,355.99,-22.02,10,South,Tennessee,2024-05-06
ORD-100071,2023-12-10,CUST-1407,Technology,1352.14,1.47,1,Central,Texas,2023-12-11
ORD-100072,2023-02-17,CUST-1932,Furniture,1230.32,302.44,10,East,Florida,2023-02-19
ORD-100073,2023-07-19,CUST-1302,Office Supplies,780.28,62.3,1,South,Tennessee,2023-07-25
ORD-100074,2023-04-20,CUST-2425,Office Supplies,453.31,118.7,8,East,New York,2023-04-27
ORD-100075,2023-02-21,CUST-1273,Furniture,1836.59,-83.36,9,Central,Texas,2023-02-26
ORD-100076,2024-07-26,CUST-2254,Office Supplies,1901.08,572.49,9,Central,Minnesota,2024-07-31
ORD-100077,2024-03-12,CUST-2764,Furniture,902.91,-25.62,8,East,Virginia,2024-03-19
ORD-100078,2023-09-23,CUST-2592,Office Supplies,1682.93,41.72,8,Central,Texas,2023-09-30
ORD-100079,2024-10-03,CUST-1480,Furniture,890.95,196.98,6,Central,Illinois,2024-10-05
ORD-100080,2023-11-24,CUST-2421,Technology,293.98,1.2,4,West,Washington,2023-11-29
ORD-100081,2023-03-07,CUST-1127,Technology,675.15,74.04,7,East,New York,2023-03-11
ORD-100082,2024-02-03,CUST-2803,Office Supplies,1893.2,-172.68,7,South,North Carolina,2024-02-10
ORD-100083,2024-05-03,CUST-2826,Furniture,611.25,46.15,9,Central,Minnesota,2024-05-04
ORD-100084,2024-07-13,CUST-1558,Furniture,1797.67,215.19,8,South,North Carolina,2024-07-20
ORD-100085,2023-01-30,CUST-2483,Technology,1344.37,348.41,8,Central,Minnesota,2023-02-03
ORD-100086,2023-05-11,CUST-2155,Office Supplies,73.39,5.67,1,East,Virginia,2023-05-16
ORD-100087,2023-03-27,CUST-1102,Furniture,288.68,31.11,7,East,New York,2023-04-02
ORD-100088,2023-12-02,CUST-1776,Furniture,667.15,161.82,7,East,Florida,2023-12-04
ORD-100089,2023-09-16,CUST-1106,Furniture,951.21,225.49,4,West,Washington,2023-09-23
ORD-100090,2024-10-27,CUST-1506,Technology,99.71,-8.58,1,South,Georgia,2024-10-28
ORD-100091,2024-09-28,CUST-2155,Technology,269.92,54.32,8,Central,Texas,2024-09-30
ORD-100092,2024-12-17,CUST-2531,Office Supplies,352.22,61.03,2,Central,Minnesota,2024-12-20
ORD-100093,2023-06-17,CUST-2179,Office Supplies,1165.8,370.72,7,West,Washington,2023-06-20
ORD-100094,2024-02-11,CUST-2284,Technology,170.47,35.93,2,Central,Texas,2024-02-17
ORD-100095,2024-12-14,CUST-1247,Office Supplies,1703.58,289.92,1,Central,Illinois,2024-12-21
ORD-100096,2023-12-22,CUST-2326,Furniture,1329.81,-91.72,1,East,New York,2023-12-27
ORD-100097,2024-03-06,CUST-2301,Furniture,228.97,76.1,3,East,Florida,2024-03-13
ORD-100098,2024-03-21,CUST-2261,Office Supplies,1053.06,202.93,8,South,Tennessee,2024-03-23
ORD-100099,2024-04-21,CUST-1502,Technology,1193.1,53.73,5,South,Tennessee,2024-04-25
ORD-100100,2024-04-06,CUST-1688,Technology,1148.3,230.45,8,East,Florida,2024-04-08
ORD-100101,2023-11-29,CUST-1697,Furniture,440.0,113.97,10,East,Florida,2023-12-01
ORD-100102,2024-12-19,CUST-1175,Technology,40.1,13.1,7,East,Virginia,2024-12-22
ORD-100103,2024-05-15,CUST-2005,Furniture,1387.41,264.52,1,Central,Texas,2024-05-20
ORD-100104,2023-04-06,CUST-2359,Office Supplies,820.71,7.79,6,Central,Texas,2023-04-09
ORD-100105,2024-04-29,CUST-2127,Furniture,700.64,244.16,6,East,Virginia,2024-05-04
ORD-100106,2024-12-20,CUST-2477,Technology,627.11,2.35,6,Central,Illinois,2024-12-24
ORD-100107,2023-05-03,CUST-1392,Technology,1902.74,400.67,8,East,Virginia,2023-05-09
ORD-100108,2023-10-11,CUST-1579,Technology,1953.68,265.87,4,South,North Carolina,2023-10-17
ORD-100109,2023-10-31,CUST-2093,Technology,375.29,-35.14,5,Central,Minnesota,2023-11-02
ORD-100110,2023-02-16,CUST-2306,Furniture,598.43,194.39,2,East,Virginia,2023-02-17
ORD-100111,2023-01-13,CUST-1377,Technology,949.41,93.24,5,Central,Illinois,2023-01-18
ORD-100112,2024-05-04,CUST-2289,Office Supplies,813.4,-54.22,1,West,Washington,2024-05-05
ORD-100113,2023-06-05,CUST-1508,Technology,1899.27,-117.13,9,South,North Carolina,2023-06-07
ORD-100114,2024-03-02,CUST-2070,Furniture,1585.67,2.47,8,South,North Carolina,2024-03-07
ORD-100115,2024-03-29,CUST-2271,Technology,1980.26,74.1,10,South,North Carolina,2024-04-01
ORD-100116,2023-04-12,CUST-1166,Technology,1258.52,24.03,4,Central,Texas,2023-04-19
ORD-100117,2023-06-27,CUST-2411,Office Supplies,329.93,27.66,8,West,Washington,2023-07-02
ORD-100118,2023-10-26,CUST-2760,Furniture,590.45,16.07,2,Central,Texas,2023-10-27
ORD-100119,2024-12-04,CUST-2354,Technology,1579.9,286.4,7,Central,Illinois,2024-12-06
ORD-100120,2023-04-28,CUST-2692,Technology,1302.32,402.14,2,Central,Texas,2023-05-03
ORD-100121,2023-03-03,CUST-2886,Furniture,1198.19,324.6,8,Central,Illinois,2023-03-05
ORD-100122,2023-05-08,CUST-1557,Office Supplies,622.1,50.47,9,South,Tennessee,2023-05-12
ORD-100123,2024-05-20,CUST-2504,Furniture,1204.11,361.52,10,West,Washington,2024-05-24
ORD-100124,2023-09-14,CUST-2762,Office Supplies,473.27,96.28,10,West,Washington,2023-09-15
ORD-100125,2023-01-22,CUST-2562,Technology,1646.41,262.29,8,South,Georgia,2023-01-29
ORD-100126,2024-06-15,CUST-2198,Furniture,1833.82,-33.61,8,East,Florida,2024-06-21
ORD-100127,2023-04-04,CUST-1214,Technology,828.53,36.85,6,Central,Minnesota,2023-04-08
ORD-100128,2024-02-26,CUST-2666,Office Supplies,590.67,192.17,1,East,Florida,2024-03-03
ORD-100129,2024-04-10,CUST-2582,Furniture,519.75,-24.86,9,Central,Minnesota,2024-04-11
ORD-100130,2023-01-02,CUST-2061,Furniture,934.71,-70.67,10,East,Virginia,2023-01-08
ORD-100131,2024-05-25,CUST-2124,Technology,1524.78,-12.81,5,East,Florida,2024-05-31
ORD-100132,2024-03-24,CUST-2246,Technology,260.42,88.0,3,East,Florida,2024-03-30
ORD-100133,2023-11-15,CUST-2723,Technology,1113.46,-64.64,8,West,California,2023-11-20
ORD-100134,2023-05-01,CUST-2042,Office Supplies,1006.78,223.98,5,West,Oregon,2023-05-07
ORD-100135,2024-03-01,CUST-2128,Technology,1960.88,18.98,7,East,Florida,2024-03-08
ORD-100136,2023-07-15,CUST-1142,Furniture,1497.66,-57.77,7,East,Virginia,2023-07-20
ORD-100137,2023-12-15,CUST-2486,Furniture,549.0,-54.27,10,East,Virginia,2023-12-22
ORD-100138,2024-08-16,CUST-1991,Furniture,1733.22,174.96,6,East,Florida,2024-08-22
ORD-100139,2024-07-19,CUST-2780,Technology,766.88,245.24,4,East,Virginia,2024-07-26
ORD-100140,2024-08-08,CUST-1651,Office Supplies,1714.91,145.51,8,Central,Texas,2024-08-12
ORD-100141,2024-12-23,CUST-2680,Office Supplies,784.44,155.84,3,East,New York,2024-12-30
ORD-100142,2024-05-22,CUST-2781,Technology,1014.54,167.99,8,West,Oregon,2024-05-23
ORD-100143,2023-04-13,CUST-2783,Office Supplies,50.39,-1.77,3,East,Florida,2023-04-18
ORD-100144,2023-03-18,CUST-2330,Technology,690.35,146.16,6,Central,Illinois,2023-03-22
ORD-100145,2024-11-21,CUST-2471,Furniture,772.42,32.83,9,East,Virginia,2024-11-28
ORD-100146,2023-02-06,CUST-1588,Technology,484.85,100.84,2,West,Washington,2023-02-11
ORD-100147,2024-03-20,CUST-1340,Office Supplies,1413.7,-77.43,5,South,Georgia,2024-03-21
ORD-100148,2023-01-30,CUST-1767,Furniture,1596.36,51.11,3,Central,Minnesota,2023-01-31
ORD-100149,2023-09-08,CUST-1348,Technology,1140.54,292.7,2,East,New York,2023-09-13
ORD-100150,2024-09-16,CUST-2869,Office Supplies,1247.03,10.44,3,East,New York,2024-09-23
ORD-100151,2023-08-26,CUST-1019,Furniture,522.88,7.79,5,South,Georgia,2023-08-30
ORD-100152,2024-11-24,CUST-2203,Furniture,166.25,54.09,7,West,Oregon,2024-11-29
ORD-100153,2024-12-07,CUST-1787,Furniture,1693.7,-17.53,2,East,Florida,2024-12-10
ORD-100154,2023-08-31,CUST-2432,Furniture,730.74,24.22,1,South,North Carolina,2023-09-04
ORD-100155,2024-11-05,CUST-2593,Office Supplies,36.03,10.42,1,Central,Illinois,2024-11-09
ORD-100156,2024-09-12,CUST-2588,Technology,1669.02,511.26,10,East,Florida,2024-09-18
ORD-100157,2023-12-27,CUST-2547,Office Supplies,396.46,5.07,3,South,Georgia,2023-12-29
ORD-100158,2024-10-05,CUST-1902,Technology,1299.75,50.72,10,South,Georgia,2024-10-06
ORD-100159,2024-01-09,CUST-2530,Furniture,198.46,6.51,3,West,Oregon,2024-01-15
ORD-100160,2023-07-25,CUST-2027,Furniture,1755.39,113.46,3,East,Virginia,2023-07-27
ORD-100161,2023-09-21,CUST-2782,Furniture,1935.42,63.51,2,East,Florida,2023-09-28
ORD-100162,2024-04-24,CUST-2385,Office Supplies,1513.22,2.31,7,West,Oregon,2024-04-25
ORD-100163,2024-07-24,CUST-2098,Technology,1585.55,-148.62,8,West,Washington,2024-07-27
ORD-100164,2024-01-13,CUST-2684,Office Supplies,1351.23,220.32,6,South,Tennessee,2024-01-19
ORD-100165,2023-04-21,CUST-2931,Office Supplies,953.52,170.49,6,Central,Texas,2023-04-27
ORD-100166,2024-09-16,CUST-2862,Office Supplies,145.17,39.3,5,South,Georgia,2024-09-18
ORD-100167,2024-10-26,CUST-1623,Furniture,296.76,96.69,2,West,Washington,2024-10-30
ORD-100168,2023-04-10,CUST-2373,Office Supplies,288.61,30.06,9,East,Virginia,2023-04-12
ORD-100169,2024-03-05,CUST-2341,Technology,1458.67,435.32,8,South,Tennessee,2024-03-10
ORD-100170,2024-09-22,CUST-1908,Furniture,84.78,5.66,4,Central,Illinois,2024-09-26
ORD-100171,2024-01-07,CUST-2320,Furniture,747.32,228.5,1,South,Georgia,2024-01-08
ORD-100172,2024-02-12,CUST-2687,Furniture,1937.05,633.52,2,Central,Texas,2024-02-15
ORD-100173,2024-11-09,CUST-1103,Furniture,1286.2,433.44,4,South,Georgia,2024-11-11
ORD-100174,2023-05-09,CUST-2135,Technology,426.31,116.56,10,South,North Carolina,2023-05-16
ORD-100175,2023-08-10,CUST-2844,Office Supplies,670.55,-22.53,1,Central,Texas,2023-08-17
ORD-100176,2023-10-11,CUST-2635,Technology,1975.3,282.66,2,West,Oregon,2023-10-18
ORD-100177,2024-11-07,CUST-2614,Technology,280.97,17.2,10,West,California,2024-11-14
ORD-100178,2023-11-28,CUST-1862,Office Supplies,545.43,-23.43,2,West,Oregon,2023-11-29
ORD-100179,2023-03-07,CUST-1223,Furniture,1560.47,204.35,9,East,Florida,2023-03-11
ORD-100180,2023-08-15,CUST-2349,Office Supplies,1459.94,451.03,5,West,California,2023-08-20
ORD-100181,2024-04-14,CUST-1822,Furniture,140.43,16.23,2,West,California,2024-04-20
ORD-100182,2024-05-17,CUST-2245,Technology,165.51,-10.53,2,East,Florida,2024-05-23
ORD-100183,2023-05-10,CUST-1665,Furniture,1273.49,186.9,10,South,North Carolina,2023-05-13
ORD-100184,2024-06-27,CUST-2624,Office Supplies,1020.99,95.55,2,East,Florida,2024-06-30
ORD-100185,2024-11-01,CUST-1924,Technology,1447.26,-4.69,7,East,Virginia,2024-11-07
ORD-100186,2023-12-14,CUST-1640,Furniture,809.49,184.83,6,East,Florida,2023-12-21
ORD-100187,2024-11-12,CUST-1971,Technology,1908.11,398.93,2,Central,Minnesota,2024-11-15
ORD-100188,2023-03-29,CUST-2662,Technology,211.2,49.1,9,East,New York,2023-03-30
ORD-100189,2023-03-03,CUST-1841,Furniture,1132.13,228.13,7,East,Virginia,2023-03-08
ORD-100190,2023-02-22,CUST-2039,Technology,638.65,-34.09,3,South,North Carolina,2023-02-25
ORD-100191,2024-11-03,CUST-2139,Furniture,1697.6,97.7,2,Central,Texas,2024-11-07
ORD-100192,2023-10-13,CUST-2995,Office Supplies,1618.3,453.64,10,Central,Texas,2023-10-18
ORD-100193,2024-11-22,CUST-2698,Office Supplies,71.98,22.9,5,East,Virginia,2024-11-28
ORD-100194,2023-01-30,CUST-1695,Furniture,1411.34,55.1,1,Central,Illinois,2023-02-01
ORD-100195,2023-07-05,CUST-1290,Office Supplies,1141.32,91.71,1,West,Oregon,2023-07-12
ORD-100196,2023-04-04,CUST-1698,Technology,445.96,39.66,6,East,Virginia,2023-04-10
ORD-100197,2023-11-16,CUST-1173,Technology,1558.13,242.16,3,Central,Minnesota,2023-11-22
ORD-100198,2023-06-11,CUST-1907,Office Supplies,118.53,-7.5,7,South,North Carolina,2023-06-18
ORD-100199,2024-05-12,CUST-2049,Technology,840.08,-2.52,6,East,Florida,2024-05-17
ORD-100200,2024-03-16,CUST-2079,Office Supplies,1362.87,227.48,5,Central,Illinois,2024-03-17
ORD-100201,2023-02-16,CUST-1418,Furniture,1969.2,-148.38,4,East,New York,2023-02-18
ORD-100202,2023-05-21,CUST-2018,Office Supplies,593.11,-27.29,7,Central,Illinois,2023-05-28
ORD-100203,2023-06-29,CUST-2144,Office Supplies,1074.51,3.81,6,East,New York,2023-07-01
ORD-100204,2023-03-15,CUST-2886,Technology,103.76,-9.5,6,South,Tennessee,2023-03-19
ORD-100205,2024-08-12,CUST-1592,Technology,820.76,154.36,7,South,North Carolina,2024-08-16
ORD-100206,2023-01-22,CUST-2703,Office Supplies,1606.62,286.23,6,West,Oregon,2023-01-25
ORD-100207,2023-04-01,CUST-2073,Technology,501.77,82.79,7,West,Washington,2023-04-05
ORD-100208,2023-11-14,CUST-1156,Office Supplies,458.71,114.95,2,Central,Minnesota,2023-11-20
ORD-100209,2024-06-27,CUST-2489,Office Supplies,1813.73,103.78,3,Central,Texas,2024-07-02
ORD-100210,2023-08-30,CUST-1313,Office Supplies,526.82,-11.55,2,West,Oregon,2023-08-31
ORD-100211,2023-07-01,CUST-2556,Office Supplies,998.35,239.11,8,South,Georgia,2023-07-08
ORD-100212,2024-11-28,CUST-2769,Office Supplies,1277.89,231.34,6,South,Georgia,2024-12-03
ORD-100213,2023-06-04,CUST-2630,Furniture,948.46,174.63,10,West,Washington,2023-06-08
ORD-100214,2023-02-27,CUST-1077,Technology,166.9,17.99,6,East,Virginia,2023-03-02
ORD-100215,2023-10-21,CUST-2259,Office Supplies,1731.22,493.19,9,South,Georgia,2023-10-22
ORD-100216,2024-01-29,CUST-2834,Technology,1117.55,286.45,8,South,North Carolina,2024-02-02
ORD-100217,2024-08-08,CUST-1308,Technology,656.62,74.88,8,Central,Texas,2024-08-14
ORD-100218,2023-04-16,CUST-2323,Technology,1965.12,-121.94,1,Central,Minnesota,2023-04-23
ORD-100219,2023-09-11,CUST-2248,Technology,1982.15,269.24,6,East,Florida,2023-09-17
ORD-100220,2024-01-17,CUST-2224,Technology,829.36,43.35,6,East,New York,2024-01-20
ORD-100221,2023-03-09,CUST-1516,Office Supplies,1124.77,83.18,10,West,Washington,2023-03-12
ORD-100222,2023-06-03,CUST-1716,Furniture,1173.82,-42.68,7,West,Washington,2023-06-06
ORD-100223,2023-05-13,CUST-1771,Office Supplies,1877.24,73.8,6,South,Tennessee,2023-05-18
ORD-100224,2023-05-11,CUST-2403,Office Supplies,1661.34,386.18,2,South,Tennessee,2023-05-17
ORD-100225,2024-10-23,CUST-1632,Technology,1026.81,-94.26,4,East,New York,2024-10-29
ORD-100226,2023-12-16,CUST-1317,Technology,400.17,140.06,5,East,Florida,2023-12-23
ORD-100227,2023-04-14,CUST-1077,Office Supplies,1673.54,498.14,6,East,Virginia,2023-04-19
ORD-100228,2024-09-24,CUST-2702,Office Supplies,765.91,-20.67,10,South,North Carolina,2024-09-26
ORD-100229,2023-06-19,CUST-2473,Technology,106.51,6.81,8,East,Florida,2023-06-25
ORD-100230,2024-09-17,CUST-1489,Furniture,1571.92,8.33,8,South,Tennessee,2024-09-20
ORD-100231,2023-07-18,CUST-1945,Furniture,1895.32,650.09,7,South,Georgia,2023-07-21
ORD-100232,2024-05-29,CUST-2640,Office Supplies,1933.21,517.33,3,East,New York,2024-06-03
ORD-100233,2023-09-14,CUST-2913,Technology,971.57,65.14,9,South,Georgia,2023-09-15
ORD-100234,2023-05-08,CUST-2854,Office Supplies,1530.97,34.84,3,West,Washington,2023-05-11
ORD-100235,2024-03-23,CUST-2905,Technology,1637.07,487.98,7,Central,Texas,2024-03-24
ORD-100236,2023-02-24,CUST-1167,Furniture,760.44,56.1,4,East,Virginia,2023-02-28
ORD-100237,2023-01-29,CUST-2620,Technology,1681.57,323.67,3,West,Washington,2023-02-01
ORD-100238,2023-02-09,CUST-2444,Furniture,1398.22,-52.49,8,East,Florida,2023-02-12
ORD-100239,2024-09-22,CUST-1306,Office Supplies,57.63,-0.17,10,West,Washington,2024-09-23
ORD-100240,2024-06-24,CUST-1249,Technology,1556.82,10.8,4,West,Washington,2024-06-28
ORD-100241,2024-03-05,CUST-2853,Furniture,925.08,-46.36,10,South,North Carolina,2024-03-11
ORD-100242,2024-07-02,CUST-1294,Furniture,1040.44,9.23,7,South,Georgia,2024-07-03
ORD-100243,2023-01-02,CUST-2360,Office Supplies,496.32,43.41,2,Central,Minnesota,2023-01-07
ORD-100244,2024-06-20,CUST-2610,Office Supplies,1907.74,276.31,9,West,Washington,2024-06-23
ORD-100245,2023-01-21,CUST-1764,Furniture,106.2,7.87,1,East,Florida,2023-01-25
ORD-100246,2024-01-01,CUST-2286,Technology,702.71,161.5,10,West,Washington,2024-01-08
ORD-100247,2023-12-07,CUST-2316,Technology,717.55,37.56,8,West,California,2023-12-09
ORD-100248,2024-12-13,CUST-2466,Furniture,380.91,-14.98,1,South,Georgia,2024-12-17
ORD-100249,2023-10-28,CUST-1646,Furniture,1586.4,473.71,9,West,California,2023-10-30
ORD-100250,2024-02-12,CUST-2324,Technology,957.33,-79.96,5,East,Virginia,2024-02-19
ORD-100251,2024-01-01,CUST-1254,Furniture,1734.28,85.61,7,West,California,2024-01-08
ORD-100252,2024-02-14,CUST-2994,Technology,1791.38,132.54,8,East,Florida,2024-02-20
ORD-100253,2024-12-09,CUST-2640,Technology,1850.13,247.31,7,Central,Minnesota,2024-12-13
ORD-100254,2023-03-22,CUST-1601,Furniture,1990.29,-37.41,2,South,North Carolina,2023-03-26
ORD-100255,2023-03-23,CUST-2469,Furniture,605.37,60.94,3,South,Georgia,2023-03-26
ORD-100256,2024-12-07,CUST-2866,Furniture,905.32,205.57,10,Central,Minnesota,2024-12-11
ORD-100257,2024-03-21,CUST-1153,Office Supplies,1960.45,640.2,7,South,Georgia,2024-03-24
ORD-100258,2024-01-08,CUST-1292,Office Supplies,1365.23,448.83,8,South,Tennessee,2024-01-13
ORD-100259,2023-02-05,CUST-1741,Furniture,487.27,92.74,10,West,Washington,2023-02-07
ORD-100260,2023-02-03,CUST-1761,Furniture,1364.54,446.16,2,West,Oregon,2023-02-08
ORD-100261,2024-08-10,CUST-1570,Technology,746.56,30.96,2,East,Virginia,2024-08-12
ORD-100262,2023-01-27,CUST-2150,Technology,1008.11,74.75,5,West,Oregon,2023-02-02
ORD-100263,2023-09-24,CUST-2421,Furniture,444.85,78.0,4,East,Florida,2023-09-30
ORD-100264,2023-05-06,CUST-1911,Technology,915.04,278.54,6,West,Washington,2023-05-08
ORD-100265,2024-11-14,CUST-2825,Furniture,148.58,21.39,3,South,Tennessee,2024-11-17
ORD-100266,2024-12-29,CUST-2041,Technology,1282.65,329.85,2,South,Tennessee,2025-01-04
ORD-100267,2023-07-25,CUST-1739,Office Supplies,488.74,59.78,10,West,Oregon,2023-08-01
ORD-100268,2024-01-13,CUST-1134,Furniture,276.95,82.51,7,East,Virginia,2024-01-17
ORD-100269,2024-05-05,CUST-1151,Technology,1542.95,417.37,6,East,New York,2024-05-10
ORD-100270,2024-10-19,CUST-1262,Office Supplies,942.35,125.16,10,East,Florida,2024-10-20
ORD-100271,2023-07-06,CUST-1113,Technology,876.58,271.58,9,West,Oregon,2023-07-13
ORD-100272,2023-06-06,CUST-1461,Furniture,340.69,109.24,9,West,Oregon,2023-06-09
ORD-100273,2023-10-18,CUST-2128,Furniture,516.2,95.9,3,West,Washington,2023-10-25
ORD-100274,2024-10-02,CUST-1345,Office Supplies,1076.29,135.78,10,South,North Carolina,2024-10-05
